"film_id","year","length","budget","votes","genre","rating","high_rating","years_since"
18685,1953,7,13.3,47,"Animation",7.7,"1",72
32760,1962,91,14.9,65,"Comedy",7.8,"1",63
48670,1989,102,14.5,15,"Action",3.5,"0",36
4714,1965,60,13.9,62,"Action",4.8,"0",60
49519,1970,76,15,26,"Action",8.2,"1",55
50321,1995,12,11.4,6,"Short",7.5,"1",30
42203,1993,85,11.6,11,"Action",3.8,"0",32
532,1950,7,11,90,"Animation",8.6,"1",75
37014,1930,67,11.8,9,"Drama",3.9,"0",95
3132,1971,79,10.4,22,"Animation",4.7,"0",54
41895,2000,100,9.9,16,"Drama",4.6,"0",25
48074,1936,7,5.9,11,"Animation",3.9,"0",89
15202,1969,1,11.8,6,"Documentary",8.3,"1",56
43357,1949,70,14.7,21,"Action",5.3,"0",76
51398,1936,98,9.5,33,"Action",3.6,"0",89
13224,1997,91,14,8,"Action",4,"0",28
9750,2002,117,10.9,429,"Drama",4.7,"0",23
18400,2004,110,12,9,"Drama",3.4,"0",21
13216,1974,108,9.6,13,"Action",4.5,"0",51
12243,2002,70,10.6,7,"Documentary",8.1,"1",23
55059,2001,97,13,146,"Action",5.5,"0",24
54227,1995,92,9.2,38,"Action",4,"0",30
15194,1966,83,11.9,5,"Action",3.6,"0",59
57540,1977,96,10.2,29,"Comedy",8.1,"1",48
57234,1936,54,11.5,77,"Action",2.6,"0",89
56934,1997,94,17.9,38,"Comedy",7.6,"1",28
3424,1998,106,12.1,164,"Drama",5.2,"0",27
41847,1992,100,8.4,858,"Comedy",4.2,"0",33
4046,1965,71,8.7,78,"Drama",5,"0",60
55686,1942,8,19.3,42,"Animation",8.1,"1",83
8391,1957,102,12.1,79,"Drama",5.5,"0",68
45292,2004,18,12.4,11,"Short",7.8,"1",21
58275,1949,78,13.8,21,"Action",5.5,"0",76
37943,1964,83,14.2,60,"Drama",4.2,"0",61
13905,1979,94,11,13,"Comedy",8.2,"1",46
6246,1987,102,17.5,26,"Drama",5.9,"0",38
40050,1999,88,13.6,34,"Comedy",8.4,"1",26
42588,2000,94,6.6,25,"Documentary",4.8,"0",25
25936,1962,83,12.4,111,"Comedy",7.6,"1",63
36919,1978,95,7.9,35,"Drama",5.4,"0",47
40878,1999,100,10,10,"Action",2.6,"0",26
39670,2003,10,15.8,7,"Drama",7.7,"1",22
19073,1973,102,15.8,336,"Drama",3.5,"0",52
31320,1950,79,14.3,115,"Comedy",8.1,"1",75
11894,1950,7,12.3,36,"Animation",8.3,"1",75
17558,1998,7,13.6,21,"Animation",8.1,"1",27
3226,1992,100,10.2,649,"Comedy",2.4,"0",33
13523,1932,61,13,14,"Action",4.3,"0",93
49208,2004,43,10,205,"Documentary",8.2,"1",21
40172,1976,94,11.7,15,"Action",4,"0",49
15422,1931,77,4.8,14,"Action",5.1,"0",94
22586,2000,12,17.6,7,"Documentary",8.2,"1",25
48431,1999,73,12.3,54,"Documentary",7.9,"1",26
5553,1950,7,12.7,91,"Animation",7.8,"1",75
40149,1979,7,14.8,5,"Animation",8,"1",46
35238,1987,90,10.3,198,"Comedy",7.2,"1",38
18250,2004,15,14.6,10,"Short",7.2,"1",21
27062,2002,90,10,6,"Comedy",4.5,"0",23
11089,1979,100,14.2,49,"Action",4.4,"0",46
7195,1998,97,13.8,25,"Comedy",4.6,"0",27
30299,1916,25,11.6,8,"Comedy",8.3,"1",109
40490,1971,95,15.1,215,"Action",2.1,"0",54
13450,2000,97,10.8,44,"Drama",4,"0",25
33120,1982,85,14.5,23,"Drama",3.8,"0",43
44655,1999,94,7,9,"Action",2.8,"0",26
58257,2000,87,18.6,56,"Drama",3.8,"0",25
49301,1944,140,10.2,136,"Action",4.1,"0",81
10426,1996,84,12.5,10,"Action",3.6,"0",29
13585,1971,108,14.9,592,"Drama",3.7,"0",54
46729,1990,100,16.8,315,"Comedy",4.7,"0",35
29819,1999,108,10,4857,"Comedy",3.3,"0",26
1951,2000,91,10.8,189,"Action",2.6,"0",25
51027,1989,90,11.4,537,"Comedy",7.7,"1",36
56589,1943,94,12.5,12,"Comedy",2.3,"0",82
31307,1970,112,7.9,14829,"Comedy",3.5,"0",55
13132,2004,19,11.1,16,"Romance",8,"1",21
38922,1999,96,14.2,352,"Comedy",3.9,"0",26
56047,1985,86,19,9,"Action",8.3,"1",40
53656,1941,81,13.1,14,"Comedy",7.4,"1",84
19956,1920,28,15,40,"Comedy",8,"1",105
45517,2004,96,16,13260,"Drama",2.9,"0",21
4812,2001,19,13,16,"Drama",8,"1",24
6737,1967,88,9.1,6,"Action",3,"0",58
41605,1961,88,14.7,7,"Comedy",7.6,"1",64
56383,1989,105,13.4,7,"Drama",6.6,"0",36
3529,1976,87,13,24,"Drama",2.9,"0",49
30385,1990,52,11.3,36,"Drama",1.2,"0",35
8444,1937,17,13,5,"Documentary",8.4,"1",88
41477,2005,117,14.4,86,"Drama",4.2,"0",20
55392,1958,72,14,6,"Action",2.5,"0",67
52393,2001,110,14.2,1447,"Action",3,"0",24
25434,1983,88,10.9,14,"Action",3.2,"0",42
10984,2003,97,13.4,6168,"Drama",4.3,"0",22
55417,2003,85,9.4,647,"Action",4,"0",22
32929,1998,93,12.9,443,"Comedy",8.5,"1",27
20430,1992,100,16.4,11485,"Drama",3.9,"0",33
25716,1993,105,13.1,59,"Action",8.3,"1",32
51095,1999,118,10.6,575,"Action",3,"0",26
26099,2001,120,14,51,"Drama",4.5,"0",24
26431,1990,82,13.8,445,"Animation",4.1,"0",35
10852,1977,105,17.7,8,"Comedy",8.5,"1",48
32900,1995,85,12.8,46,"Comedy",3.6,"0",30
48110,1984,94,15.3,86,"Drama",4.4,"0",41
51734,1993,98,11.8,1011,"Drama",4.1,"0",32
54158,1943,8,10.7,14,"Animation",8.6,"1",82
32036,1953,70,11.4,17,"Action",3.4,"0",72
39600,1998,108,10.9,9728,"Action",3.5,"0",27
41595,1970,71,12.3,8,"Action",4.1,"0",55
10856,1998,95,13.4,95,"Comedy",8.3,"1",27
47158,1998,101,9.1,11112,"Action",3.2,"0",27
23811,2005,113,9.6,3709,"Drama",3.7,"0",20
40343,2001,90,13.3,23,"Comedy",7.9,"1",24
18344,2002,82,9,92,"Comedy",3.2,"0",23
54860,2004,85,15,6,"Action",8.2,"1",21
56124,2001,15,9.5,14,"Short",7.9,"1",24
41647,2002,24,10.1,8,"Drama",8.8,"1",23
22132,1944,8,12,40,"Animation",7.6,"1",81
28209,1997,87,8.4,17,"Action",4,"0",28
29786,1991,105,12.1,9,"Romance",3.3,"0",34
2353,1993,99,15.8,11,"Drama",4,"0",32
57073,1991,88,7,752,"Drama",4.4,"0",34
4528,2003,99,13.8,14,"Drama",4.9,"0",22
49330,1968,9,10.5,10,"Animation",4.4,"0",57
49881,1941,86,11.9,174,"Comedy",4,"0",84
50418,1939,10,8.2,13,"Short",7.6,"1",86
56722,1936,80,12.3,32,"Comedy",8.2,"1",89
5157,1948,87,10.3,236,"Drama",4.3,"0",77
30603,2002,15,13.2,10,"Comedy",8.3,"1",23
49140,2001,92,9.5,18,"Action",3.6,"0",24
57010,1994,102,16.5,394,"Comedy",4.5,"0",31
18384,2001,18,6.9,7,"Short",8.3,"1",24
51216,1956,110,8.1,11,"Comedy",4.9,"0",69
53425,1997,114,8.6,45,"Comedy",4.1,"0",28
8995,1957,69,11.1,43,"Action",4,"0",68
5707,1967,111,14.9,424,"Drama",4.5,"0",58
24788,1939,107,9.5,181,"Comedy",4.9,"0",86
299,1997,100,12.5,78,"Action",2.9,"0",28
10393,1926,71,9.8,30,"Comedy",8,"1",99
7799,1980,92,13.5,17,"Action",3.9,"0",45
26879,1995,31,13.6,41,"Drama",7.6,"1",30
573,1991,93,11.9,162,"Action",2.9,"0",34
31981,1959,135,7.6,14,"Comedy",4.7,"0",66
3820,1971,96,11.4,20,"Drama",4.8,"0",54
22908,1934,75,11.7,46,"Comedy",2.6,"0",91
6458,1966,111,17.1,4194,"Drama",3.7,"0",59
57097,2003,83,14,154,"Documentary",8.6,"1",22
44782,2001,85,13.9,18,"Action",7.7,"1",24
16318,1942,51,9.4,30,"Drama",3.8,"0",83
40549,1959,95,7.7,15,"Action",4.7,"0",66
33056,1990,107,7.8,3882,"Action",6.3,"0",35
14459,1942,237,9.6,17,"Action",5.1,"0",83
51194,1932,8,9,8,"Short",8.3,"1",93
27408,2003,94,12.4,74,"Comedy",3.7,"0",22
506,2002,94,13.2,33,"Documentary",7.7,"1",23
50311,1933,77,14.2,8,"Drama",2.8,"0",92
55252,1996,94,8.1,18,"Action",3.7,"0",29
39822,1935,245,9.1,75,"Action",3.8,"0",90
37532,1995,199,11.8,32,"Drama",4.2,"0",30
40762,1949,7,13.5,57,"Animation",8.5,"1",76
5545,1939,78,8.9,5,"Action",3.9,"0",86
56622,1998,112,13.1,464,"Drama",4.2,"0",27
7449,1978,91,14,7,"Drama",2.9,"0",47
20739,2003,110,14,31,"Drama",3.4,"0",22
28672,1930,99,13.5,54,"Drama",4.7,"0",95
7469,2003,105,8.1,621,"Comedy",4.5,"0",22
4770,2002,12,15.7,13,"Comedy",7.7,"1",23
34228,1946,17,13.6,46,"Comedy",8.1,"1",79
21356,2000,100,6.3,120,"Drama",4.1,"0",25
54963,1975,91,14.9,5,"Action",4.7,"0",50
35331,1948,10,13.9,7,"Short",8.5,"1",77
20959,1986,87,11.6,1180,"Drama",3.4,"0",39
6178,1984,103,15.2,216,"Action",3.6,"0",41
53006,1936,56,10.4,8,"Action",4.5,"0",89
12354,1943,81,9.4,11,"Comedy",4.6,"0",82
36516,1990,112,7,10867,"Action",2.8,"0",35
21583,1986,111,10.5,2167,"Comedy",6.4,"0",39
50982,2001,22,10.8,11,"Comedy",8,"1",24
51665,1952,85,17.4,43,"Drama",3.4,"0",73
44129,1982,67,15.4,7,"Comedy",8.1,"1",43
46814,1996,15,11.1,40,"Comedy",7.3,"1",29
52794,1965,62,9.5,9,"Action",3.9,"0",60
52884,2004,82,19.2,47,"Comedy",8.7,"1",21
29445,1985,95,13.8,25,"Action",4.3,"0",40
33843,1989,102,7.8,469,"Comedy",4.2,"0",36
16800,1999,101,7.4,7,"Drama",3.9,"0",26
2163,2001,52,11.7,55,"Documentary",8,"1",24
52465,1998,82,6.2,13,"Action",5.2,"0",27
14522,1936,8,14.2,66,"Animation",8.3,"1",89
31741,1959,81,14.5,7,"Comedy",8.2,"1",66
53504,1993,94,14.8,7,"Action",3.7,"0",32
7070,1954,79,10.3,71,"Action",5.1,"0",71
14836,1971,94,10.5,201,"Action",2.8,"0",54
57707,1966,105,11.9,497,"Comedy",7.2,"1",59
58161,1999,103,14.3,25,"Drama",3.4,"0",26
20793,1998,77,10.3,9,"Drama",4.2,"0",27
39909,2002,88,12.5,8,"Documentary",8.2,"1",23
53449,1989,100,12.4,50,"Action",3.3,"0",36
31296,1989,102,12.6,7,"Drama",4,"0",36
39437,1996,96,17.6,45,"Drama",3.8,"0",29
36023,1939,82,14.7,42,"Comedy",8.7,"1",86
9687,1958,51,10,8,"Action",3.2,"0",67
23090,1965,123,13.5,1506,"Drama",3.9,"0",60
41409,1999,104,13.5,21,"Drama",4.7,"0",26
28355,1996,90,10.9,75,"Action",3.8,"0",29
653,1968,175,11.4,15,"Romance",4.7,"0",57
52043,1968,89,12.9,140,"Action",4.4,"0",57
48554,2003,112,8.9,204,"Comedy",4.5,"0",22
4637,1992,82,9.1,7,"Action",2.8,"0",33
58004,2003,110,15.6,75,"Comedy",9.2,"1",22
6668,1948,75,8.7,60,"Drama",3.4,"0",77
48563,1975,89,15.1,75,"Action",3.9,"0",50
15453,1917,19,13.6,368,"Comedy",7.8,"1",108
32443,1970,84,22.1,12,"Action",8.2,"1",55
8141,1947,80,14.1,14,"Action",4.2,"0",78
22289,1959,90,14.6,37,"Comedy",7.3,"1",66
23572,2002,108,8.2,186,"Drama",5.6,"0",23
18751,2001,95,13.7,597,"Action",4.4,"0",24
39028,1974,75,13,6,"Comedy",8,"1",51
37288,1960,61,12.6,27,"Action",4.5,"0",65
53022,1964,133,10.8,1616,"Action",1.1,"0",61
29485,1965,78,11.6,31,"Comedy",7.3,"1",60
5779,1988,83,15.8,5,"Action",8.4,"1",37
22511,2000,88,13.6,1148,"Action",5.2,"0",25
57401,1995,92,12.5,123,"Drama",2.6,"0",30
36154,1998,104,11.9,1467,"Comedy",2.9,"0",27
45495,2004,103,12.5,6,"Action",3.8,"0",21
14153,1966,91,5.3,772,"Action",3.8,"0",59
6894,1999,99,11.5,1421,"Action",4,"0",26
38978,2005,90,17.5,31,"Action",8.1,"1",20
42722,1967,108,14.7,579,"Drama",3.4,"0",58
11978,1982,91,15.5,60,"Action",4.9,"0",43
43271,1962,94,12.9,1383,"Action",2.7,"0",63
4166,1989,7,18.3,211,"Animation",7.4,"1",36
46557,2005,90,9.1,29,"Drama",5.6,"0",20
18280,1943,7,9.8,12,"Animation",8.2,"1",82
56879,1987,110,8.5,151,"Action",3.8,"0",38
47072,1938,65,9.7,19,"Drama",4.2,"0",87
19944,1983,88,14.2,21,"Action",3.4,"0",42
56290,1952,86,6.3,155,"Comedy",4,"0",73
49550,2001,97,14.8,120,"Drama",3.1,"0",24
34971,1994,94,10.1,50,"Comedy",8.4,"1",31
48627,2003,93,14.9,7,"Action",3.8,"0",22
43885,1994,85,12.1,13,"Drama",3.3,"0",31
11623,1944,72,10.3,47,"Action",3.2,"0",81
6947,1986,95,13.8,212,"Action",3.9,"0",39
39903,1914,480,17.6,7,"Action",4.1,"0",111
43975,1998,97,14.1,259,"Drama",4.3,"0",27
20327,1909,15,10.7,8,"Drama",8.5,"1",116
41773,1940,9,12.6,61,"Animation",8,"1",85
4313,2002,80,6.1,14,"Documentary",5.2,"0",23
2816,1931,9,9.2,14,"Comedy",7.7,"1",94
39929,1993,121,11.4,12394,"Drama",3.6,"0",32
56605,1965,108,11.2,1414,"Comedy",7.5,"1",60
27596,1928,6,12.4,9,"Documentary",7.7,"1",97
21443,1976,112,13.2,21,"Action",3.9,"0",49
16070,1944,101,8,10,"Romance",4.7,"0",81
25680,1969,12,11.6,116,"Short",7.9,"1",56
2829,1982,104,10.7,72,"Drama",5.6,"0",43
7801,1933,7,11.3,43,"Animation",8.1,"1",92
49170,2004,90,10,115,"Action",6.7,"0",21
34948,1997,75,8.5,27,"Documentary",3.2,"0",28
6251,1962,90,11.6,10,"Action",4.7,"0",63
5139,1966,94,13.6,241,"Comedy",5.3,"0",59
31143,1955,115,9.8,37,"Drama",4.6,"0",70
51426,1998,5,13.5,6,"Short",8.4,"1",27
9652,2000,92,12.7,2165,"Comedy",8.9,"1",25
52408,1988,117,13,245,"Drama",5,"0",37
5037,1969,98,13,22,"Drama",2.3,"0",56
11621,2002,126,12.5,35,"Drama",3.9,"0",23
36992,2003,90,9.5,374,"Comedy",4.2,"0",22
14745,1931,18,13,27,"Documentary",7.9,"1",94
49866,1955,102,15,716,"Drama",3.6,"0",70
13229,1999,105,13.5,276,"Action",3.5,"0",26
11362,1937,72,14.1,8,"Drama",4,"0",88
4560,1992,126,10.7,23010,"Action",5.4,"0",33
15018,1999,10,8.3,7,"Short",8,"1",26
42122,2000,18,7.2,15,"Short",7.1,"1",25
43695,1967,95,6.1,90,"Comedy",3.1,"0",58
15574,1949,112,5.8,140,"Drama",2.8,"0",76
9818,1988,109,13.5,33,"Action",3.7,"0",37
8166,1953,95,11.6,317,"Comedy",8.7,"1",72
9569,1930,82,11.1,7,"Drama",4.2,"0",95
44463,1981,131,12.5,14,"Action",3.2,"0",44
54265,1999,91,19.6,142,"Comedy",7.8,"1",26
13750,1963,107,11.2,111,"Drama",3.7,"0",62
42155,2003,105,13.5,5,"Action",4.7,"0",22
29338,1997,85,3.3,110,"Drama",3.6,"0",28
47481,2000,101,5.5,14,"Comedy",2.5,"0",25
7651,1996,90,10.5,79,"Action",4.8,"0",29
11354,1909,10,11.7,32,"Drama",8.1,"1",116
56478,1934,54,12.7,62,"Action",1.6,"0",91
32289,1992,105,15.4,5,"Documentary",7.5,"1",33
58695,1981,103,14.4,242,"Drama",4.1,"0",44
17287,1997,90,13.3,5,"Documentary",7.8,"1",28
37411,1939,106,13.8,900,"Drama",4.2,"0",86
16959,1947,64,14.4,7,"Action",4.4,"0",78
30869,1970,96,9.7,9,"Drama",4.1,"0",55
12813,1992,93,14.6,66,"Action",8.3,"1",33
2533,1990,158,14.6,1101,"Drama",4.7,"0",35
44051,1939,62,14.3,12,"Action",4.1,"0",86
24783,1974,90,14,125,"Documentary",7.8,"1",51
20372,1936,88,13.8,16,"Drama",3.8,"0",89
37138,1995,100,14.5,5,"Romance",4.6,"0",30
26102,1997,154,10.8,28891,"Drama",4.8,"0",28
58176,1932,7,13,6,"Animation",8.9,"1",93
18378,2001,82,17,57,"Action",8.8,"1",24
53922,1987,92,10.7,6,"Drama",6.2,"0",38
7883,2000,88,11.2,34,"Comedy",4,"0",25
42326,1936,90,15.4,32,"Romance",5.3,"0",89
12503,1999,35,11,62,"Action",7.9,"1",26
32109,1964,120,15.7,590,"Comedy",8.1,"1",61
48151,1999,112,11.9,31,"Drama",3.2,"0",26
34669,1970,90,12.6,25,"Comedy",7.8,"1",55
34448,1968,96,9.5,16,"Action",3.1,"0",57
32010,1944,91,6.9,5,"Drama",4.7,"0",81
17171,1975,97,7.4,668,"Action",5.1,"0",50
6674,1939,96,10.1,5,"Action",4.5,"0",86
8316,1996,60,10.3,21,"Documentary",8.3,"1",29
6472,1997,25,13.8,8,"Drama",3.8,"0",28
12668,1910,9,16.4,21,"Documentary",7.7,"1",115
8241,1993,74,11.7,395,"Comedy",3.1,"0",32
37490,1980,94,11.1,504,"Comedy",7.7,"1",45
34203,1965,91,10.5,69,"Drama",4.9,"0",60
53905,1996,55,14.4,89,"Documentary",8.8,"1",29
57129,1945,8,9.5,42,"Animation",8.7,"1",80
36349,1993,98,11.4,234,"Action",3.5,"0",32
8511,1955,83,13.2,11,"Action",3.8,"0",70
43638,1996,89,13.5,42,"Action",3.6,"0",29
23902,1998,88,12.4,61,"Action",3.9,"0",27
40188,2003,103,12.8,35,"Action",5.2,"0",22
58421,1996,80,13.9,77,"Action",3.8,"0",29
4534,2001,28,13,174,"Comedy",8.1,"1",24
1043,1947,66,11.9,14,"Action",4.8,"0",78
49704,1957,91,7.7,14,"Action",3.1,"0",68
14846,1922,231,13.5,350,"Action",5.3,"0",103
48485,1939,69,8.4,12,"Action",2.7,"0",86
29493,1991,100,9.5,70,"Action",4.8,"0",34
46133,1992,85,14.3,2303,"Comedy",8.2,"1",33
36220,2002,132,11.9,1651,"Drama",3.3,"0",23
24378,1999,101,10.4,61,"Romance",4.8,"0",26
3853,2000,90,12.4,38,"Comedy",8,"1",25
24554,1948,7,13.1,47,"Animation",8.7,"1",77
38171,1985,93,15.1,13,"Action",4.8,"0",40
54306,1927,80,9.3,75,"Drama",3.5,"0",98
14935,1999,99,13.8,215,"Drama",5.3,"0",26
27421,1967,130,7.1,9,"Romance",3.9,"0",58
16275,2004,102,10.1,31,"Comedy",5,"0",21
36376,1959,86,11.5,5,"Comedy",8.9,"1",66
5731,1974,99,10.3,89,"Action",5.7,"0",51
18891,1988,90,12.4,18,"Action",3.7,"0",37
49992,1986,95,11.9,230,"Action",3.5,"0",39
29127,2002,12,12.2,11,"Short",8,"1",23
23409,1944,124,15.9,259,"Comedy",3.1,"0",81
57710,1982,117,18.1,245,"Drama",2.6,"0",43
6938,2000,105,9.2,78,"Drama",3.2,"0",25
28157,2001,91,13.1,3848,"Action",8.1,"1",24
22113,1956,109,8.4,601,"Drama",5.6,"0",69
17306,1950,61,14.1,6,"Comedy",8,"1",75
1679,1986,154,12.3,63961,"Action",5.4,"0",39
58111,1945,103,10,31,"Drama",3.7,"0",80
6081,1996,97,6.6,36,"Action",4.9,"0",29
47936,2004,7,10,25,"Drama",8.6,"1",21
17734,2002,100,10.2,143,"Comedy",2.5,"0",23
27725,2000,80,13.2,17,"Action",4.3,"0",25
33213,1998,105,16.1,155,"Action",6.1,"0",27
50535,1995,82,16.3,5,"Action",7.8,"1",30
13316,1960,84,12.2,7,"Comedy",8.5,"1",65
30651,1965,154,10.2,458,"Drama",4.8,"0",60
11885,1952,15,11.2,41,"Comedy",8.7,"1",73
53761,1969,98,14.7,111,"Comedy",2.8,"0",56
25239,1997,90,12.9,14,"Action",5.3,"0",28
34456,2001,17,12.9,24,"Documentary",7.8,"1",24
47257,1977,95,11.2,27,"Drama",5,"0",48
58107,1981,50,13.5,11,"Action",3.6,"0",44
33464,1990,93,14.3,147,"Action",7.7,"1",35
54302,2004,108,14.6,541,"Drama",3.7,"0",21
3509,1996,100,11,48,"Drama",4,"0",29
34890,1969,94,5.7,26,"Documentary",2.1,"0",56
46936,1994,5,9.5,14,"Short",8.1,"1",31
53341,2001,112,10.6,423,"Comedy",4.2,"0",24
4736,1959,95,14.5,28,"Drama",3,"0",66
51511,1955,6,9.6,29,"Animation",7.2,"1",70
15857,1994,94,11.9,37,"Action",4.3,"0",31
48710,1994,102,9.9,173,"Action",3.5,"0",31
9211,1993,112,9.3,68,"Drama",3.5,"0",32
49933,1992,95,10.9,12,"Drama",3.5,"0",33
51685,1993,116,10.1,1217,"Comedy",3.1,"0",32
27972,1907,3,12.2,6,"Comedy",7.8,"1",118
1792,2005,89,11.1,7,"Comedy",8.7,"1",20
53214,1948,120,8.2,40,"Comedy",3.9,"0",77
30972,1980,90,12.2,5,"Drama",3.8,"0",45
48502,1995,109,14.9,55,"Drama",4,"0",30
14839,1954,7,12.8,30,"Animation",8.8,"1",71
49023,1976,102,11.8,438,"Comedy",3.5,"0",49
45841,1993,115,12,19,"Action",3.8,"0",32
36537,1944,78,9.7,9,"Comedy",8.5,"1",81
1775,1946,4,10.3,17,"Animation",7.6,"1",79
48512,1931,7,11,19,"Animation",7.8,"1",94
29844,2001,80,12.7,155,"Documentary",8.5,"1",24
27439,1930,55,10.4,5,"Drama",4.6,"0",95
52796,1956,112,12,10,"Drama",5.8,"0",69
33675,1992,123,11,209,"Comedy",8.2,"1",33
15535,1999,88,12.3,158,"Drama",5.1,"0",26
14410,2002,160,8,16,"Documentary",2.6,"0",23
52700,1935,101,6.9,2240,"Comedy",4.4,"0",90
38663,1981,82,12.3,25,"Comedy",8.1,"1",44
23697,1950,7,11.9,19,"Animation",3.7,"0",75
2882,1930,58,15,10,"Action",2.9,"0",95
6003,1977,88,13.4,83,"Action",5.2,"0",48
40890,1993,111,11.5,686,"Action",5.4,"0",32
15010,2004,32,10.9,5,"Comedy",7.7,"1",21
16481,1991,99,14,376,"Action",8.1,"1",34
53015,1971,32,15.8,5,"Documentary",7,"0",54
49940,1975,111,15.7,811,"Comedy",7.8,"1",50
12507,1944,21,10.8,6,"Drama",7.3,"1",81
30193,1937,8,11.4,21,"Animation",4.1,"0",88
14240,1949,98,10.7,12,"Drama",4.2,"0",76
4991,1998,4,17.3,14,"Short",7.5,"1",27
24778,1974,105,13.9,47,"Drama",3,"0",51
23855,1944,79,15.3,8,"Comedy",7.9,"1",81
52171,1998,5,13,25,"Animation",7.7,"1",27
9080,1966,6,10.5,17,"Animation",7.8,"1",59
24353,2002,100,9.7,61,"Drama",4.4,"0",23
52372,1980,90,14.4,54,"Action",4.8,"0",45
9261,1998,105,8.7,20,"Action",3.8,"0",27
50482,2004,100,13.2,40,"Drama",3.3,"0",21
14797,2003,28,16.2,6,"Short",8.2,"1",22
38026,2002,95,9.4,62,"Documentary",7.8,"1",23
43069,1988,98,12.1,823,"Action",7.6,"1",37
24884,1969,84,11.6,5,"Drama",3.3,"0",56
33026,2003,83,16.1,595,"Comedy",7.8,"1",22
7496,1949,90,12.4,38,"Drama",2.7,"0",76
50971,1981,94,7,5,"Comedy",4.3,"0",44
26414,1973,108,13.2,4102,"Action",6,"0",52
52427,1995,109,12.6,3646,"Comedy",8.3,"1",30
36850,2004,125,9.1,489,"Drama",4.6,"0",21
30169,1976,91,9.3,655,"Drama",3.9,"0",49
1976,1953,82,16.3,15,"Comedy",8.6,"1",72
56335,2002,90,10.7,19,"Documentary",8.3,"1",23
37395,1993,100,15,30,"Comedy",8.6,"1",32
5075,1942,57,12.5,6,"Action",4.4,"0",83
19430,2003,18,15.9,6,"Drama",8.3,"1",22
5275,2000,80,11,527,"Comedy",4.7,"0",25
22919,1969,98,17.9,5,"Action",7.9,"1",56
3054,1999,90,13.1,13,"Drama",3.8,"0",26
45532,1933,65,12.5,32,"Action",3.3,"0",92
31118,1968,6,13.2,8,"Animation",7.9,"1",57
3786,1983,90,11.7,7,"Action",4.4,"0",42
45746,1995,75,15.6,5,"Action",1.7,"0",30
58189,1995,102,11.4,35,"Drama",4.4,"0",30
55662,1943,18,14.7,7,"Documentary",7.3,"1",82
6303,1985,85,14.6,21,"Action",2.9,"0",40
16213,1965,95,14.4,7,"Action",2.1,"0",60
39824,1932,70,8,7,"Action",2.9,"0",93
52504,1996,110,14.5,10,"Action",5,"0",29
21342,2003,6,13.4,17,"Comedy",7.2,"1",22
48146,2003,82,14.3,22,"Documentary",8.9,"1",22
52472,2003,18,8.6,15,"Comedy",8.1,"1",22
16700,1995,92,11,114,"Action",5.3,"0",30
51158,1955,80,13.1,51,"Action",4.8,"0",70
27902,1943,67,10.9,27,"Action",4.2,"0",82
18796,2001,100,12.3,10551,"Drama",2.5,"0",24
24975,2004,102,10,1651,"Action",3,"0",21
4626,1998,84,12.7,5,"Documentary",8.5,"1",27
36928,1947,91,10.5,16,"Action",5.6,"0",78
909,1948,82,9.3,274,"Drama",4,"0",77
44421,1931,73,9.8,49,"Drama",3.5,"0",94
32157,1949,97,14.5,27,"Drama",3.5,"0",76
48278,1983,160,8.5,5,"Drama",4.3,"0",42
41512,1999,104,13.3,136,"Comedy",8.5,"1",26
41782,1968,6,7.7,10,"Animation",4.9,"0",57
57087,1977,6,9.4,5,"Short",8.1,"1",48
51841,1968,70,14.6,17,"Action",3.6,"0",57
58747,1984,95,9.4,164,"Comedy",2.6,"0",41
276,1999,101,9.7,4514,"Comedy",3.7,"0",26
52356,1967,84,11.4,266,"Documentary",8.9,"1",58
15829,1973,115,12.9,6,"Comedy",7.2,"1",52
34239,1933,58,14.6,6,"Action",4.7,"0",92
37399,2004,5,15.4,7,"Drama",8.5,"1",21
47422,1992,91,11.6,2569,"Action",3.3,"0",33
21649,1997,28,12.2,61,"Short",7.3,"1",28
29568,1900,1,9.7,31,"Comedy",8,"1",125
50352,1938,80,10.9,52,"Comedy",8,"1",87
18711,2000,97,14.2,496,"Action",2.9,"0",25
7412,2001,99,12.1,201,"Drama",2.4,"0",24
37996,1999,106,13.4,1327,"Drama",4.8,"0",26
18988,1975,119,14.4,1971,"Action",3.4,"0",50
38181,1993,103,10.4,72,"Drama",4.4,"0",32
3738,1939,92,16.8,7,"Action",7.7,"1",86
2286,2003,102,12.4,5,"Drama",5.6,"0",22
57092,1992,111,6.3,290,"Drama",3.4,"0",33
22732,1974,110,11.8,10,"Action",4,"0",51
56983,1955,81,10.4,80,"Action",4.7,"0",70
52457,1997,105,14.9,11,"Action",7.8,"1",28
1857,1981,99,8.1,10,"Action",4.1,"0",44
36915,1992,87,17,5,"Action",8.1,"1",33
50701,1946,40,10.1,5,"Short",6.9,"0",79
7161,1966,99,16.6,141,"Comedy",7.3,"1",59
29854,1965,117,8.5,23,"Drama",4.3,"0",60
40337,1990,30,12.3,5,"Documentary",7.8,"1",35
51675,1988,103,12.2,2135,"Documentary",8.1,"1",37
52948,2003,96,12.8,12,"Documentary",7.8,"1",22
54498,1955,111,12.3,66,"Action",4.7,"0",70
31791,2004,87,13.7,13,"Drama",5.3,"0",21
19441,1988,95,13.7,70,"Comedy",8,"1",37
23596,1987,30,14.9,312,"Animation",3.8,"0",38
