"","film_id","year","length","budget","votes","rating","high_rating","genre_Action","genre_Animation","genre_Comedy","genre_Documentary","genre_Drama","genre_Romance","genre_Short"
"379",13857,2004,11,10.2,13,8.2,1,0,0,1,0,0,0,0
"380",4552,2002,300,10.6,13,3.1,0,0,0,0,0,1,0,0
"381",45859,1986,100,13.2,21,7.8,1,0,0,1,0,0,0,0
"382",4810,1948,72,9.2,9,5.6,0,0,0,0,0,1,0,0
"383",7356,1983,97,6.8,1424,5.2,0,1,0,0,0,0,0,0
"384",8662,1949,96,14,12,8.2,1,0,0,1,0,0,0,0
"385",46397,1954,70,15.9,26,5.2,0,0,0,0,0,1,0,0
"386",28149,1981,90,9.3,11,6.2,0,0,0,0,0,1,0,0
"387",52063,1998,87,8.9,1572,3.4,0,1,0,0,0,0,0,0
"388",46287,1967,83,13.9,74,6,0,1,0,0,0,0,0,0
"389",56456,1990,92,15.1,6,7.7,1,0,0,1,0,0,0,0
"390",29567,1978,79,11.7,41,8.5,1,0,0,0,1,0,0,0
"391",52451,1986,96,13,18,6.3,0,1,0,0,0,0,0,0
"392",58708,2001,87,9.5,18,2.5,0,1,0,0,0,0,0,0
"393",58045,1947,190,14.4,31,4.4,0,1,0,0,0,0,0,0
"394",46246,1953,80,13.1,6,2.6,0,1,0,0,0,0,0,0
"395",27727,1993,81,6.9,28,4.5,0,1,0,0,0,0,0,0
"396",18569,1951,99,8.2,54,2.9,0,0,0,0,0,1,0,0
"397",31213,1977,80,16.3,26,3.9,0,0,0,0,0,1,0,0
"398",6082,1939,71,16.1,58,1.5,0,0,0,0,0,1,0,0
"399",56795,1946,85,11,48,2.9,0,0,0,0,0,1,0,0
"400",51813,1974,95,13.1,30,3.6,0,1,0,0,0,0,0,0
"401",22300,1947,10,10.2,10,8.2,1,0,0,1,0,0,0,0
"402",58605,1994,87,13.5,9,5.2,0,0,0,0,0,1,0,0
"403",38025,1993,99,13.7,492,4.9,0,1,0,0,0,0,0,0
"404",14810,1988,90,13.7,132,7.9,1,0,0,1,0,0,0,0
"405",8770,1994,100,11.1,1151,4,0,0,0,1,0,0,0,0
"406",47949,1982,97,3.6,189,3.2,0,0,0,1,0,0,0,0
"407",36231,1997,95,15,175,5,0,0,0,1,0,0,0,0
"408",39395,1971,88,9.5,13,2.7,0,1,0,0,0,0,0,0
"409",45870,1967,90,12.4,7,8,1,0,0,1,0,0,0,0
"410",54386,1992,131,14.1,30868,3.7,0,0,0,0,0,1,0,0
"411",9044,1901,1,14.9,9,7.8,1,0,0,1,0,0,0,0
"412",1427,1999,87,15.1,27,1.9,0,0,0,1,0,0,0,0
"413",6009,1935,76,13.3,28,4.6,0,0,0,0,0,1,0,0
"414",51969,1974,89,9.2,93,3.8,0,1,0,0,0,0,0,0
"415",45603,1975,97,8.7,28,3.2,0,1,0,0,0,0,0,0
"416",21539,1994,115,14.9,23,4.3,0,0,0,0,0,0,1,0
"417",38824,1973,38,10.8,46,4.7,0,0,1,0,0,0,0,0
"418",56260,1985,80,14.6,11,4.3,0,1,0,0,0,0,0,0
"419",38103,1959,100,16.6,1682,7.6,1,0,0,1,0,0,0,0
"420",22492,1997,100,9.7,507,3.2,0,1,0,0,0,0,0,0
"421",31388,1970,99,10.7,47,3.5,0,1,0,0,0,0,0,0
"422",50404,1968,70,16.2,8,7.8,1,0,0,0,1,0,0,0
"423",42577,1932,65,16.1,10,8.3,1,1,0,0,0,0,0,0
"424",17862,1951,57,8.6,9,4,0,0,0,0,0,1,0,0
"425",49138,1987,88,11.4,37,4.4,0,1,0,0,0,0,0,0
"426",18831,1969,95,10.9,5,8.3,1,0,0,1,0,0,0,0
"427",38695,1994,95,15,10,4.7,0,0,0,0,0,1,0,0
"428",13361,2004,105,2.6,10,3.9,0,1,0,0,0,0,0,0
"429",49642,1946,9,9.9,9,8.1,1,0,0,1,0,0,0,0
"430",3068,1932,73,13.4,7,4.9,0,0,0,0,0,1,0,0
"431",24430,1985,96,12.4,6,3.4,0,1,0,0,0,0,0,0
"432",45094,1996,25,13.1,14,8,1,0,0,0,1,0,0,0
"433",49492,1953,7,16.2,26,8.4,1,0,1,0,0,0,0,0
"434",42008,1985,91,9.8,1353,5.4,0,0,0,0,0,1,0,0
"435",12593,1946,167,11.7,12,2.4,0,1,0,0,0,0,0,0
"436",23592,1991,102,11.4,17,3.9,0,0,0,0,0,1,0,0
"437",46179,1996,118,14.7,3368,7.9,1,0,0,1,0,0,0,0
"438",36437,1988,7,14.3,22,8,1,0,1,0,0,0,0,0
"439",34332,1983,122,9.8,19,7.8,1,0,0,0,1,0,0,0
"440",28903,2001,121,17.2,5421,2.5,0,0,0,0,0,1,0,0
"441",51031,1968,61,12.1,76,3.7,0,0,0,0,0,1,0,0
"442",55216,1958,80,12.1,5,8,1,0,0,1,0,0,0,0
"443",38231,1992,95,5,1942,2.2,0,0,0,0,0,1,0,0
"444",16021,2000,7,8.7,7,4.5,0,0,1,0,0,0,0,0
"445",57690,1986,93,15.2,1291,4,0,1,0,0,0,0,0,0
"446",29135,1960,91,9.5,237,4.4,0,0,0,0,0,1,0,0
"447",17259,2001,60,8.5,5,4.8,0,0,0,0,0,1,0,0
"448",44524,2000,79,10.3,62,2.8,0,0,0,0,0,1,0,0
"449",50489,1959,99,8.2,6,3.8,0,1,0,0,0,0,0,0
"450",36439,1962,60,13.8,6,3.7,0,1,0,0,0,0,0,0
"451",6745,2001,71,12.9,12,7.9,1,0,0,0,1,0,0,0
"452",46778,1958,80,7,13,4.6,0,1,0,0,0,0,0,0
"453",1081,1960,107,11,216,4.6,0,0,0,0,0,1,0,0
"454",13350,1979,89,12.6,73,8.7,1,0,0,1,0,0,0,0
"455",41753,2002,96,4.8,513,3.6,0,0,0,0,0,1,0,0
"456",39129,1982,93,17.5,224,8.6,1,0,0,1,0,0,0,0
"457",21880,1983,52,6.1,5,4.1,0,0,0,0,1,0,0,0
"458",29584,1938,7,11.4,10,7.6,1,0,1,0,0,0,0,0
"459",40565,2003,7,7.5,5,4.4,0,0,1,0,0,0,0,0
"460",30521,1980,95,12.5,26,4.6,0,1,0,0,0,0,0,0
"461",48510,1968,81,10.8,385,7.8,1,0,0,1,0,0,0,0
"462",11646,1996,118,11.3,359,2.6,0,1,0,0,0,0,0,0
"463",8416,1978,107,12.4,128,3.5,0,1,0,0,0,0,0,0
"464",33172,1971,164,12.4,31,2,0,0,0,0,0,1,0,0
"465",21640,2004,96,13.7,71,4.2,0,1,0,0,0,0,0,0
"466",27404,1929,8,10.3,40,8.1,1,0,1,0,0,0,0,0
"467",16603,2001,101,12.5,14232,8.7,1,0,0,1,0,0,0,0
"468",48881,1937,111,6.7,687,5.7,0,0,0,0,0,1,0,0
"469",22152,1985,89,5.7,51,4.2,0,0,0,1,0,0,0,0
"470",30668,1922,70,7.7,39,5.1,0,0,0,0,0,1,0,0
"471",16643,1996,134,7.9,7653,2.6,0,1,0,0,0,0,0,0
"472",24832,1997,14,5.1,10,7.7,1,0,0,1,0,0,0,0
"473",15550,2004,110,14.2,17,8.7,1,0,0,0,1,0,0,0
"474",55733,1928,6,14.1,35,7.4,1,0,1,0,0,0,0,0
"475",3327,2001,91,16.5,16,3.1,0,0,0,0,0,1,0,0
"476",32575,1985,127,13,3859,3.3,0,0,0,0,0,1,0,0
"477",19378,1983,109,10.4,147,4.9,0,1,0,0,0,0,0,0
"478",49698,1938,95,10.6,26,3.6,0,1,0,0,0,0,0,0
"479",51149,1985,88,16.2,16,7.8,1,1,0,0,0,0,0,0
"480",19480,1946,85,13.1,23,3.9,0,0,0,0,0,1,0,0
"481",15172,1999,77,11.8,1790,7.8,1,0,0,1,0,0,0,0
"482",51264,2003,81,9.4,7,4,0,1,0,0,0,0,0,0
"483",34856,1937,90,14.5,5,8.1,1,0,0,1,0,0,0,0
"484",35136,2004,119,9.7,215,3.9,0,0,0,0,0,1,0,0
"485",5854,1963,91,11.7,17,3.3,0,0,0,0,0,1,0,0
"486",42641,1934,7,10.7,12,4.8,0,0,1,0,0,0,0,0
"487",58575,2001,100,15.8,14,8.3,1,0,0,1,0,0,0,0
"488",46495,1979,90,12,17,4.2,0,1,0,0,0,0,0,0
"489",9772,1990,84,11.3,2327,7.6,1,0,0,1,0,0,0,0
"490",20116,1975,84,5.9,931,4.7,0,1,0,0,0,0,0,0
"491",275,2003,84,13.5,62,3.3,0,0,0,0,0,0,1,0
"492",51351,2001,7,12,5,8.1,1,0,0,0,0,0,0,1
"493",55201,1999,121,13.4,46,3.6,0,0,0,1,0,0,0,0
"494",43574,2003,15,13.8,6,7.8,1,1,0,0,0,0,0,0
"495",41969,1971,87,16.4,90,3.9,0,0,0,0,0,1,0,0
"496",24014,1953,90,9,1386,3.8,0,1,0,0,0,0,0,0
"497",34908,1995,90,9.7,17,3.4,0,0,0,0,0,1,0,0
"498",8153,1973,110,8.8,11,3,0,0,0,0,0,1,0,0
"499",12478,1940,76,10.4,122,2.4,0,0,0,0,0,1,0,0
"500",22960,1997,82,12.6,131,7.6,1,0,0,1,0,0,0,0
"501",43939,1997,57,14.1,8,8.1,1,0,0,0,1,0,0,0
"502",10618,1982,117,14,24,4.4,0,0,0,0,0,1,0,0
"503",14180,1954,9,10.7,5,8.2,1,0,0,1,0,0,0,0
"504",4404,1970,20,11.7,10,8.2,1,0,0,0,1,0,0,0
"505",18685,1953,7,13.3,47,7.7,1,0,1,0,0,0,0,0
"506",32760,1962,91,14.9,65,7.8,1,0,0,1,0,0,0,0
"507",48670,1989,102,14.5,15,3.5,0,1,0,0,0,0,0,0
"508",4714,1965,60,13.9,62,4.8,0,1,0,0,0,0,0,0
"509",49519,1970,76,15,26,8.2,1,1,0,0,0,0,0,0
"510",50321,1995,12,11.4,6,7.5,1,0,0,0,0,0,0,1
"511",42203,1993,85,11.6,11,3.8,0,1,0,0,0,0,0,0
"512",532,1950,7,11,90,8.6,1,0,1,0,0,0,0,0
"513",37014,1930,67,11.8,9,3.9,0,0,0,0,0,1,0,0
"514",3132,1971,79,10.4,22,4.7,0,0,1,0,0,0,0,0
"515",41895,2000,100,9.9,16,4.6,0,0,0,0,0,1,0,0
"516",48074,1936,7,5.9,11,3.9,0,0,1,0,0,0,0,0
"517",15202,1969,1,11.8,6,8.3,1,0,0,0,1,0,0,0
"518",43357,1949,70,14.7,21,5.3,0,1,0,0,0,0,0,0
"519",51398,1936,98,9.5,33,3.6,0,1,0,0,0,0,0,0
"520",13224,1997,91,14,8,4,0,1,0,0,0,0,0,0
"521",9750,2002,117,10.9,429,4.7,0,0,0,0,0,1,0,0
"522",18400,2004,110,12,9,3.4,0,0,0,0,0,1,0,0
"523",13216,1974,108,9.6,13,4.5,0,1,0,0,0,0,0,0
"524",12243,2002,70,10.6,7,8.1,1,0,0,0,1,0,0,0
"525",55059,2001,97,13,146,5.5,0,1,0,0,0,0,0,0
"526",54227,1995,92,9.2,38,4,0,1,0,0,0,0,0,0
"527",15194,1966,83,11.9,5,3.6,0,1,0,0,0,0,0,0
"528",57540,1977,96,10.2,29,8.1,1,0,0,1,0,0,0,0
"529",57234,1936,54,11.5,77,2.6,0,1,0,0,0,0,0,0
"530",56934,1997,94,17.9,38,7.6,1,0,0,1,0,0,0,0
"531",3424,1998,106,12.1,164,5.2,0,0,0,0,0,1,0,0
"532",41847,1992,100,8.4,858,4.2,0,0,0,1,0,0,0,0
"533",4046,1965,71,8.7,78,5,0,0,0,0,0,1,0,0
"534",55686,1942,8,19.3,42,8.1,1,0,1,0,0,0,0,0
"535",8391,1957,102,12.1,79,5.5,0,0,0,0,0,1,0,0
"536",45292,2004,18,12.4,11,7.8,1,0,0,0,0,0,0,1
"537",58275,1949,78,13.8,21,5.5,0,1,0,0,0,0,0,0
"538",37943,1964,83,14.2,60,4.2,0,0,0,0,0,1,0,0
"539",13905,1979,94,11,13,8.2,1,0,0,1,0,0,0,0
"540",6246,1987,102,17.5,26,5.9,0,0,0,0,0,1,0,0
"541",40050,1999,88,13.6,34,8.4,1,0,0,1,0,0,0,0
"542",42588,2000,94,6.6,25,4.8,0,0,0,0,1,0,0,0
"543",25936,1962,83,12.4,111,7.6,1,0,0,1,0,0,0,0
"544",36919,1978,95,7.9,35,5.4,0,0,0,0,0,1,0,0
"545",40878,1999,100,10,10,2.6,0,1,0,0,0,0,0,0
"546",39670,2003,10,15.8,7,7.7,1,0,0,0,0,1,0,0
"547",19073,1973,102,15.8,336,3.5,0,0,0,0,0,1,0,0
"548",31320,1950,79,14.3,115,8.1,1,0,0,1,0,0,0,0
"549",11894,1950,7,12.3,36,8.3,1,0,1,0,0,0,0,0
"550",17558,1998,7,13.6,21,8.1,1,0,1,0,0,0,0,0
"551",3226,1992,100,10.2,649,2.4,0,0,0,1,0,0,0,0
"552",13523,1932,61,13,14,4.3,0,1,0,0,0,0,0,0
"553",49208,2004,43,10,205,8.2,1,0,0,0,1,0,0,0
"554",40172,1976,94,11.7,15,4,0,1,0,0,0,0,0,0
"555",15422,1931,77,4.8,14,5.1,0,1,0,0,0,0,0,0
"556",22586,2000,12,17.6,7,8.2,1,0,0,0,1,0,0,0
"557",48431,1999,73,12.3,54,7.9,1,0,0,0,1,0,0,0
"558",5553,1950,7,12.7,91,7.8,1,0,1,0,0,0,0,0
"559",40149,1979,7,14.8,5,8,1,0,1,0,0,0,0,0
"560",35238,1987,90,10.3,198,7.2,1,0,0,1,0,0,0,0
"561",18250,2004,15,14.6,10,7.2,1,0,0,0,0,0,0,1
"562",27062,2002,90,10,6,4.5,0,0,0,1,0,0,0,0
"563",11089,1979,100,14.2,49,4.4,0,1,0,0,0,0,0,0
"564",7195,1998,97,13.8,25,4.6,0,0,0,1,0,0,0,0
"565",30299,1916,25,11.6,8,8.3,1,0,0,1,0,0,0,0
"566",40490,1971,95,15.1,215,2.1,0,1,0,0,0,0,0,0
"567",13450,2000,97,10.8,44,4,0,0,0,0,0,1,0,0
"568",33120,1982,85,14.5,23,3.8,0,0,0,0,0,1,0,0
"569",44655,1999,94,7,9,2.8,0,1,0,0,0,0,0,0
"570",58257,2000,87,18.6,56,3.8,0,0,0,0,0,1,0,0
"571",49301,1944,140,10.2,136,4.1,0,1,0,0,0,0,0,0
"572",10426,1996,84,12.5,10,3.6,0,1,0,0,0,0,0,0
"573",13585,1971,108,14.9,592,3.7,0,0,0,0,0,1,0,0
"574",46729,1990,100,16.8,315,4.7,0,0,0,1,0,0,0,0
"575",29819,1999,108,10,4857,3.3,0,0,0,1,0,0,0,0
"576",1951,2000,91,10.8,189,2.6,0,1,0,0,0,0,0,0
"577",51027,1989,90,11.4,537,7.7,1,0,0,1,0,0,0,0
"578",56589,1943,94,12.5,12,2.3,0,0,0,1,0,0,0,0
"579",31307,1970,112,7.9,14829,3.5,0,0,0,1,0,0,0,0
"580",13132,2004,19,11.1,16,8,1,0,0,0,0,0,1,0
"581",38922,1999,96,14.2,352,3.9,0,0,0,1,0,0,0,0
"582",56047,1985,86,19,9,8.3,1,1,0,0,0,0,0,0
"583",53656,1941,81,13.1,14,7.4,1,0,0,1,0,0,0,0
"584",19956,1920,28,15,40,8,1,0,0,1,0,0,0,0
"585",45517,2004,96,16,13260,2.9,0,0,0,0,0,1,0,0
"586",4812,2001,19,13,16,8,1,0,0,0,0,1,0,0
"587",6737,1967,88,9.1,6,3,0,1,0,0,0,0,0,0
"588",41605,1961,88,14.7,7,7.6,1,0,0,1,0,0,0,0
"589",56383,1989,105,13.4,7,6.6,0,0,0,0,0,1,0,0
"590",3529,1976,87,13,24,2.9,0,0,0,0,0,1,0,0
"591",30385,1990,52,11.3,36,1.2,0,0,0,0,0,1,0,0
"592",8444,1937,17,13,5,8.4,1,0,0,0,1,0,0,0
"593",41477,2005,117,14.4,86,4.2,0,0,0,0,0,1,0,0
"594",55392,1958,72,14,6,2.5,0,1,0,0,0,0,0,0
"595",52393,2001,110,14.2,1447,3,0,1,0,0,0,0,0,0
"596",25434,1983,88,10.9,14,3.2,0,1,0,0,0,0,0,0
"597",10984,2003,97,13.4,6168,4.3,0,0,0,0,0,1,0,0
"598",55417,2003,85,9.4,647,4,0,1,0,0,0,0,0,0
"599",32929,1998,93,12.9,443,8.5,1,0,0,1,0,0,0,0
"600",20430,1992,100,16.4,11485,3.9,0,0,0,0,0,1,0,0
"601",25716,1993,105,13.1,59,8.3,1,1,0,0,0,0,0,0
"602",51095,1999,118,10.6,575,3,0,1,0,0,0,0,0,0
"603",26099,2001,120,14,51,4.5,0,0,0,0,0,1,0,0
"604",26431,1990,82,13.8,445,4.1,0,0,1,0,0,0,0,0
"605",10852,1977,105,17.7,8,8.5,1,0,0,1,0,0,0,0
"606",32900,1995,85,12.8,46,3.6,0,0,0,1,0,0,0,0
"607",48110,1984,94,15.3,86,4.4,0,0,0,0,0,1,0,0
"608",51734,1993,98,11.8,1011,4.1,0,0,0,0,0,1,0,0
"609",54158,1943,8,10.7,14,8.6,1,0,1,0,0,0,0,0
"610",32036,1953,70,11.4,17,3.4,0,1,0,0,0,0,0,0
"611",39600,1998,108,10.9,9728,3.5,0,1,0,0,0,0,0,0
"612",41595,1970,71,12.3,8,4.1,0,1,0,0,0,0,0,0
"613",10856,1998,95,13.4,95,8.3,1,0,0,1,0,0,0,0
"614",47158,1998,101,9.1,11112,3.2,0,1,0,0,0,0,0,0
"615",23811,2005,113,9.6,3709,3.7,0,0,0,0,0,1,0,0
"616",40343,2001,90,13.3,23,7.9,1,0,0,1,0,0,0,0
"617",18344,2002,82,9,92,3.2,0,0,0,1,0,0,0,0
"618",54860,2004,85,15,6,8.2,1,1,0,0,0,0,0,0
"619",56124,2001,15,9.5,14,7.9,1,0,0,0,0,0,0,1
"620",41647,2002,24,10.1,8,8.8,1,0,0,0,0,1,0,0
"621",22132,1944,8,12,40,7.6,1,0,1,0,0,0,0,0
"622",28209,1997,87,8.4,17,4,0,1,0,0,0,0,0,0
"623",29786,1991,105,12.1,9,3.3,0,0,0,0,0,0,1,0
"624",2353,1993,99,15.8,11,4,0,0,0,0,0,1,0,0
"625",57073,1991,88,7,752,4.4,0,0,0,0,0,1,0,0
"626",4528,2003,99,13.8,14,4.9,0,0,0,0,0,1,0,0
"627",49330,1968,9,10.5,10,4.4,0,0,1,0,0,0,0,0
"628",49881,1941,86,11.9,174,4,0,0,0,1,0,0,0,0
"629",50418,1939,10,8.2,13,7.6,1,0,0,0,0,0,0,1
"630",56722,1936,80,12.3,32,8.2,1,0,0,1,0,0,0,0
"631",5157,1948,87,10.3,236,4.3,0,0,0,0,0,1,0,0
"632",30603,2002,15,13.2,10,8.3,1,0,0,1,0,0,0,0
"633",49140,2001,92,9.5,18,3.6,0,1,0,0,0,0,0,0
"634",57010,1994,102,16.5,394,4.5,0,0,0,1,0,0,0,0
"635",18384,2001,18,6.9,7,8.3,1,0,0,0,0,0,0,1
"636",51216,1956,110,8.1,11,4.9,0,0,0,1,0,0,0,0
"637",53425,1997,114,8.6,45,4.1,0,0,0,1,0,0,0,0
"638",8995,1957,69,11.1,43,4,0,1,0,0,0,0,0,0
"639",5707,1967,111,14.9,424,4.5,0,0,0,0,0,1,0,0
"640",24788,1939,107,9.5,181,4.9,0,0,0,1,0,0,0,0
"641",299,1997,100,12.5,78,2.9,0,1,0,0,0,0,0,0
"642",10393,1926,71,9.8,30,8,1,0,0,1,0,0,0,0
"643",7799,1980,92,13.5,17,3.9,0,1,0,0,0,0,0,0
"644",26879,1995,31,13.6,41,7.6,1,0,0,0,0,1,0,0
"645",573,1991,93,11.9,162,2.9,0,1,0,0,0,0,0,0
"646",31981,1959,135,7.6,14,4.7,0,0,0,1,0,0,0,0
"647",3820,1971,96,11.4,20,4.8,0,0,0,0,0,1,0,0
"648",22908,1934,75,11.7,46,2.6,0,0,0,1,0,0,0,0
"649",6458,1966,111,17.1,4194,3.7,0,0,0,0,0,1,0,0
"650",57097,2003,83,14,154,8.6,1,0,0,0,1,0,0,0
"651",44782,2001,85,13.9,18,7.7,1,1,0,0,0,0,0,0
"652",16318,1942,51,9.4,30,3.8,0,0,0,0,0,1,0,0
"653",40549,1959,95,7.7,15,4.7,0,1,0,0,0,0,0,0
"654",33056,1990,107,7.8,3882,6.3,0,1,0,0,0,0,0,0
"655",14459,1942,237,9.6,17,5.1,0,1,0,0,0,0,0,0
"656",51194,1932,8,9,8,8.3,1,0,0,0,0,0,0,1
"657",27408,2003,94,12.4,74,3.7,0,0,0,1,0,0,0,0
"658",506,2002,94,13.2,33,7.7,1,0,0,0,1,0,0,0
"659",50311,1933,77,14.2,8,2.8,0,0,0,0,0,1,0,0
"660",55252,1996,94,8.1,18,3.7,0,1,0,0,0,0,0,0
"661",39822,1935,245,9.1,75,3.8,0,1,0,0,0,0,0,0
"662",37532,1995,199,11.8,32,4.2,0,0,0,0,0,1,0,0
"663",40762,1949,7,13.5,57,8.5,1,0,1,0,0,0,0,0
"664",5545,1939,78,8.9,5,3.9,0,1,0,0,0,0,0,0
"665",56622,1998,112,13.1,464,4.2,0,0,0,0,0,1,0,0
"666",7449,1978,91,14,7,2.9,0,0,0,0,0,1,0,0
"667",20739,2003,110,14,31,3.4,0,0,0,0,0,1,0,0
"668",28672,1930,99,13.5,54,4.7,0,0,0,0,0,1,0,0
"669",7469,2003,105,8.1,621,4.5,0,0,0,1,0,0,0,0
"670",4770,2002,12,15.7,13,7.7,1,0,0,1,0,0,0,0
"671",34228,1946,17,13.6,46,8.1,1,0,0,1,0,0,0,0
"672",21356,2000,100,6.3,120,4.1,0,0,0,0,0,1,0,0
"673",54963,1975,91,14.9,5,4.7,0,1,0,0,0,0,0,0
"674",35331,1948,10,13.9,7,8.5,1,0,0,0,0,0,0,1
"675",20959,1986,87,11.6,1180,3.4,0,0,0,0,0,1,0,0
"676",6178,1984,103,15.2,216,3.6,0,1,0,0,0,0,0,0
"677",53006,1936,56,10.4,8,4.5,0,1,0,0,0,0,0,0
"678",12354,1943,81,9.4,11,4.6,0,0,0,1,0,0,0,0
"679",36516,1990,112,7,10867,2.8,0,1,0,0,0,0,0,0
"680",21583,1986,111,10.5,2167,6.4,0,0,0,1,0,0,0,0
"681",50982,2001,22,10.8,11,8,1,0,0,1,0,0,0,0
"682",51665,1952,85,17.4,43,3.4,0,0,0,0,0,1,0,0
"683",44129,1982,67,15.4,7,8.1,1,0,0,1,0,0,0,0
"684",46814,1996,15,11.1,40,7.3,1,0,0,1,0,0,0,0
"685",52794,1965,62,9.5,9,3.9,0,1,0,0,0,0,0,0
"686",52884,2004,82,19.2,47,8.7,1,0,0,1,0,0,0,0
"687",29445,1985,95,13.8,25,4.3,0,1,0,0,0,0,0,0
"688",33843,1989,102,7.8,469,4.2,0,0,0,1,0,0,0,0
"689",16800,1999,101,7.4,7,3.9,0,0,0,0,0,1,0,0
"690",2163,2001,52,11.7,55,8,1,0,0,0,1,0,0,0
"691",52465,1998,82,6.2,13,5.2,0,1,0,0,0,0,0,0
"692",14522,1936,8,14.2,66,8.3,1,0,1,0,0,0,0,0
"693",31741,1959,81,14.5,7,8.2,1,0,0,1,0,0,0,0
"694",53504,1993,94,14.8,7,3.7,0,1,0,0,0,0,0,0
"695",7070,1954,79,10.3,71,5.1,0,1,0,0,0,0,0,0
"696",14836,1971,94,10.5,201,2.8,0,1,0,0,0,0,0,0
"697",57707,1966,105,11.9,497,7.2,1,0,0,1,0,0,0,0
"698",58161,1999,103,14.3,25,3.4,0,0,0,0,0,1,0,0
"699",20793,1998,77,10.3,9,4.2,0,0,0,0,0,1,0,0
"700",39909,2002,88,12.5,8,8.2,1,0,0,0,1,0,0,0
"701",53449,1989,100,12.4,50,3.3,0,1,0,0,0,0,0,0
"702",31296,1989,102,12.6,7,4,0,0,0,0,0,1,0,0
"703",39437,1996,96,17.6,45,3.8,0,0,0,0,0,1,0,0
"704",36023,1939,82,14.7,42,8.7,1,0,0,1,0,0,0,0
"705",9687,1958,51,10,8,3.2,0,1,0,0,0,0,0,0
"706",23090,1965,123,13.5,1506,3.9,0,0,0,0,0,1,0,0
"707",41409,1999,104,13.5,21,4.7,0,0,0,0,0,1,0,0
"708",28355,1996,90,10.9,75,3.8,0,1,0,0,0,0,0,0
"709",653,1968,175,11.4,15,4.7,0,0,0,0,0,0,1,0
"710",52043,1968,89,12.9,140,4.4,0,1,0,0,0,0,0,0
"711",48554,2003,112,8.9,204,4.5,0,0,0,1,0,0,0,0
"712",4637,1992,82,9.1,7,2.8,0,1,0,0,0,0,0,0
"713",58004,2003,110,15.6,75,9.2,1,0,0,1,0,0,0,0
"714",6668,1948,75,8.7,60,3.4,0,0,0,0,0,1,0,0
"715",48563,1975,89,15.1,75,3.9,0,1,0,0,0,0,0,0
"716",15453,1917,19,13.6,368,7.8,1,0,0,1,0,0,0,0
"717",32443,1970,84,22.1,12,8.2,1,1,0,0,0,0,0,0
"718",8141,1947,80,14.1,14,4.2,0,1,0,0,0,0,0,0
"719",22289,1959,90,14.6,37,7.3,1,0,0,1,0,0,0,0
"720",23572,2002,108,8.2,186,5.6,0,0,0,0,0,1,0,0
"721",18751,2001,95,13.7,597,4.4,0,1,0,0,0,0,0,0
"722",39028,1974,75,13,6,8,1,0,0,1,0,0,0,0
"723",37288,1960,61,12.6,27,4.5,0,1,0,0,0,0,0,0
"724",53022,1964,133,10.8,1616,1.1,0,1,0,0,0,0,0,0
"725",29485,1965,78,11.6,31,7.3,1,0,0,1,0,0,0,0
"726",5779,1988,83,15.8,5,8.4,1,1,0,0,0,0,0,0
"727",22511,2000,88,13.6,1148,5.2,0,1,0,0,0,0,0,0
"728",57401,1995,92,12.5,123,2.6,0,0,0,0,0,1,0,0
"729",36154,1998,104,11.9,1467,2.9,0,0,0,1,0,0,0,0
"730",45495,2004,103,12.5,6,3.8,0,1,0,0,0,0,0,0
"731",14153,1966,91,5.3,772,3.8,0,1,0,0,0,0,0,0
"732",6894,1999,99,11.5,1421,4,0,1,0,0,0,0,0,0
"733",38978,2005,90,17.5,31,8.1,1,1,0,0,0,0,0,0
"734",42722,1967,108,14.7,579,3.4,0,0,0,0,0,1,0,0
"735",11978,1982,91,15.5,60,4.9,0,1,0,0,0,0,0,0
"736",43271,1962,94,12.9,1383,2.7,0,1,0,0,0,0,0,0
"737",4166,1989,7,18.3,211,7.4,1,0,1,0,0,0,0,0
"738",46557,2005,90,9.1,29,5.6,0,0,0,0,0,1,0,0
"739",18280,1943,7,9.8,12,8.2,1,0,1,0,0,0,0,0
"740",56879,1987,110,8.5,151,3.8,0,1,0,0,0,0,0,0
"741",47072,1938,65,9.7,19,4.2,0,0,0,0,0,1,0,0
"742",19944,1983,88,14.2,21,3.4,0,1,0,0,0,0,0,0
"743",56290,1952,86,6.3,155,4,0,0,0,1,0,0,0,0
"744",49550,2001,97,14.8,120,3.1,0,0,0,0,0,1,0,0
"745",34971,1994,94,10.1,50,8.4,1,0,0,1,0,0,0,0
"746",48627,2003,93,14.9,7,3.8,0,1,0,0,0,0,0,0
"747",43885,1994,85,12.1,13,3.3,0,0,0,0,0,1,0,0
"748",11623,1944,72,10.3,47,3.2,0,1,0,0,0,0,0,0
"749",6947,1986,95,13.8,212,3.9,0,1,0,0,0,0,0,0
"750",39903,1914,480,17.6,7,4.1,0,1,0,0,0,0,0,0
"751",43975,1998,97,14.1,259,4.3,0,0,0,0,0,1,0,0
"752",20327,1909,15,10.7,8,8.5,1,0,0,0,0,1,0,0
"753",41773,1940,9,12.6,61,8,1,0,1,0,0,0,0,0
"754",4313,2002,80,6.1,14,5.2,0,0,0,0,1,0,0,0
"755",2816,1931,9,9.2,14,7.7,1,0,0,1,0,0,0,0
"756",39929,1993,121,11.4,12394,3.6,0,0,0,0,0,1,0,0
"757",56605,1965,108,11.2,1414,7.5,1,0,0,1,0,0,0,0
